ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),City_name,pickup_time,order_time_of_day,Day,Month,Year,is_weekend,Distance
0x8aaf ,VADRES08DEL01 ,24.0,5.0,,,,,2022-03-02,Sunny,jam,1,buffet,scooter,1,No ,,22,Vadodara,5,Night,2,3,2022,0,
0x3c7c ,PUNERES01DEL02 ,20.0,4.9,18.569156,73.774723,18.649156,73.854723,2022-03-10,Cloudy,low,0,drinks,motorcycle,1,No ,metropolitian,24,Pune,10,Night,10,3,2022,0,12.270822577703164
0x1487 ,JAPRES20DEL02 ,26.0,4.9,26.956431,75.776649,27.006431,75.826649,2022-03-05,Cloudy,medium,2,snack,motorcycle,0,No ,urban,10,Jaipur,10,Evening,5,3,2022,1,7.456178493490337
0xd865 ,KOLRES13DEL02 ,39.0,4.8,22.553227,88.353273,22.633227,88.433273,2022-02-12,Stormy,medium,2,snack,scooter,0,No ,urban,28,Kolkata,5,Evening,12,2,2022,1,12.121986986608349
0xd93 ,JAPRES02DEL02 ,26.0,4.7,26.914142,75.805704,26.934142,75.825704,2022-03-09,Cloudy,high,2,drinks,scooter,0,No ,metropolitian,25,Jaipur,5,Morning,9,3,2022,0,2.9831429321878864
0x2dec ,BANGRES03DEL03 ,22.0,4.9,12.979166,77.640709,13.069166,77.730709,2022-03-23,Fog,medium,1,buffet,motorcycle,0,No ,metropolitian,31,Bangalore,5,Evening,23,3,2022,0,13.98905478373567
0x13e5 ,MUMRES04DEL01 ,21.0,4.7,19.254567,72.848923,19.294567,72.888923,2022-03-11,Sunny,high,2,snack,scooter,1,No ,metropolitian,15,Mumbai,10,Afternoon,11,3,2022,0,6.123875507575935
0x17a3 ,SURRES05DEL02 ,32.0,4.1,21.175104,72.804342,21.305104,72.934342,2022-03-14,Fog,jam,1,snack,motorcycle,3,No ,metropolitian,44,Surat,10,Evening,14,3,2022,0,19.784991104495994
0x1269 ,INDORES13DEL01 ,39.0,4.9,22.745049,75.892471,22.755049,75.902471,2022-03-01,Stormy,high,2,meal,electric_scooter,1,No ,metropolitian,28,Indore,5,Morning,1,3,2022,0,1.514451956765352
0x1e18 ,HYDRES08DEL02 ,20.0,4.8,17.438263,78.397865,17.518263,78.477865,2022-03-27,Cloudy,jam,1,snack,scooter,0,No ,metropolitian,38,Hyderabad,10,Night,27,3,2022,1,12.308341098954106
0xcaf4 ,LUDHRES010DEL03 ,34.0,4.6,30.89286,75.822199,31.03286,75.962199,2022-02-18,Sandstorms,low,0,snack,motorcycle,1,No ,urban,21,Ludhiana,15,Night,18,2,2022,0,20.53206150125392
0xc6ab ,KNPRES09DEL01 ,28.0,4.5,26.473698,80.352677,26.543698,80.422677,2022-02-16,Fog,medium,2,meal,scooter,0,No ,metropolitian,29,Kanpur,5,Evening,16,2,2022,0,10.457923332930088
0xd90 ,INDORES09DEL01 ,22.0,4.9,22.725835,75.887648,22.795835,75.957648,2022-03-10,Cloudy,low,2,meal,motorcycle,1,No ,metropolitian,24,Indore,5,Night,10,3,2022,0,10.600778541180176
0x982d ,JAPRES15DEL03 ,38.0,4.8,26.891191,75.802083,27.031191,75.942083,2022-03-27,Sunny,jam,2,drinks,motorcycle,0,No ,metropolitian,15,Jaipur,15,Evening,27,3,2022,1,20.878957291919406
0x2b62 ,BANGRES010DEL01 ,26.0,4.5,12.933298,77.614293,12.943298,77.624293,2022-03-24,Cloudy,low,2,snack,electric_scooter,1,No ,metropolitian,13,Bangalore,5,Morning,24,3,2022,0,1.5546010788081948
0x7e6f ,INDORES16DEL01 ,38.0,4.3,22.744648,75.894377,22.784648,75.934377,2022-03-30,Sandstorms,medium,2,drinks,scooter,1,No ,metropolitian,32,Indore,15,Afternoon,30,3,2022,0,6.0575102006334385
0x4430 ,RANCHIRES02DEL02 ,27.0,4.7,,,,,2022-03-12,Sandstorms,low,2,meal,electric_scooter,0,No ,,10,Ranchi,5,Night,12,3,2022,1,
0xce57 ,ALHRES11DEL02 ,30.0,4.8,,,,,2022-02-11,Fog,medium,2,meal,motorcycle,1,No ,urban,16,Allahabad,10,Evening,11,2,2022,0,
0x3b6a ,JAPRES13DEL03 ,24.0,4.7,26.846156,75.8023,26.986156,75.9423,2022-03-25,Sunny,jam,2,snack,motorcycle,1,No ,metropolitian,17,Jaipur,10,Evening,25,3,2022,0,20.882650640177047
0x228b ,COIMBRES17DEL01 ,32.0,4.7,11.026117,76.944652,11.036117,76.954652,2022-03-24,Cloudy,low,0,snack,motorcycle,0,No ,metropolitian,21,Coimbatore,10,Morning,24,3,2022,0,1.5599814751752672
0xb548 ,MUMRES08DEL01 ,31.0,4.5,19.065838,72.832658,19.135838,72.902658,2022-03-08,Stormy,jam,1,drinks,scooter,1,No ,metropolitian,32,Mumbai,15,Night,8,3,2022,0,10.722114378488651
0xbacc ,VADRES04DEL01 ,25.0,4.9,,,,,2022-04-03,Sandstorms,medium,1,snack,scooter,1,No ,metropolitian,29,Vadodara,15,Afternoon,3,4,2022,1,
0xb6cf ,SURRES16DEL02 ,33.0,4.7,21.160437,72.774209,21.210437,72.824209,2022-03-17,Cloudy,medium,1,drinks,scooter,1,No ,metropolitian,19,Surat,5,Evening,17,3,2022,0,7.610923412146992
0x340b ,HYDRES19DEL01 ,31.0,4.2,17.458998,78.500366,17.498998,78.540366,2022-03-05,Cloudy,high,2,snack,electric_scooter,1,No ,metropolitian,38,Hyderabad,5,Afternoon,5,3,2022,1,6.154158954789007
0xd7d5 ,BHPRES09DEL01 ,27.0,4.8,,,,,2022-02-15,Fog,low,0,drinks,motorcycle,1,No ,metropolitian,22,Bhopal,10,Morning,15,2,2022,0,
0x9e54 ,CHENRES03DEL03 ,36.0,4.7,13.091809,80.219104,13.121809,80.249104,2022-03-24,Stormy,jam,1,meal,scooter,1,No ,metropolitian,27,Chennai,15,Night,24,3,2022,0,4.6622585917879675
0x688e ,HYDRES01DEL02 ,28.0,4.7,17.410371,78.437225,17.490371,78.517225,2022-03-08,Sandstorms,jam,2,buffet,scooter,0,No ,metropolitian,27,Hyderabad,15,Night,8,3,2022,0,12.309239235541872
0x7d07 ,VADRES12DEL03 ,37.0,4.7,,,,,2022-04-01,Sunny,low,2,meal,motorcycle,1,No ,urban,14,Vadodara,15,Night,1,4,2022,0,
0xb4ab ,PUNERES01DEL01 ,32.0,4.4,18.569156,73.774723,18.639156,73.844723,2022-03-12,Cloudy,jam,1,buffet,motorcycle,2,No ,metropolitian,39,Pune,5,Night,12,3,2022,1,10.737119161838773
0x2e11 ,INDORES14DEL03 ,36.0,5.0,22.761593,75.886362,22.791593,75.916362,2022-03-15,Sandstorms,jam,0,snack,motorcycle,0,No ,metropolitian,45,Indore,10,Night,15,3,2022,0,4.542949993280663
0x884d ,BANGRES02DEL02 ,25.0,4.9,12.970221,77.645396,12.990221,77.665396,2022-03-11,Fog,low,0,drinks,motorcycle,1,No ,metropolitian,20,Bangalore,15,Morning,11,3,2022,0,3.1089471609727686
0x48c1 ,BANGRES07DEL03 ,21.0,4.7,12.978453,77.643685,13.038453,77.703685,2022-03-24,Fog,low,2,drinks,scooter,0,No ,metropolitian,15,Bangalore,10,Night,24,3,2022,0,9.326324766157452
0xe118 ,GOARES12DEL01 ,23.0,5.0,15.516833,73.768172,15.586833,73.838172,2022-02-12,Fog,medium,2,meal,electric_scooter,1,No ,metropolitian,28,Goa,5,Evening,12,2,2022,1,10.821340683416206
0xcd15 ,ALHRES01DEL01 ,29.0,4.6,25.454648,81.834502,25.564648,81.944502,2022-02-18,Stormy,jam,1,drinks,motorcycle,0,No ,metropolitian,15,Allahabad,10,Evening,18,2,2022,0,16.496468298261195
0x76a3 ,PUNERES19DEL02 ,22.0,4.9,18.563934,73.915367,18.583935,73.935367,2022-03-30,Sandstorms,low,1,snack,motorcycle,1,No ,metropolitian,11,Pune,15,Morning,30,3,2022,0,3.0680868045335803
0xb0ff ,HYDRES05DEL01 ,24.0,4.7,17.433809,78.386744,17.543809,78.496744,2022-04-04,Stormy,jam,1,meal,motorcycle,1,No ,metropolitian,25,Hyderabad,5,Night,4,4,2022,0,16.923500798243477
0x82d8 ,JAPRES03DEL01 ,22.0,4.9,26.913483,75.803139,26.983483,75.873139,2022-03-27,Stormy,jam,1,drinks,motorcycle,0,No ,metropolitian,29,Jaipur,15,Night,27,3,2022,1,10.440001697703442
0xd827 ,AGRRES04DEL01 ,22.0,4.8,27.195928,77.998092,27.235928,78.038092,2022-02-15,Windy,medium,2,snack,motorcycle,0,No ,metropolitian,27,Agra,10,Afternoon,15,2,2022,0,5.959422442684454
0x5e64 ,SURRES01DEL03 ,33.0,4.8,21.186438,72.794115,21.216438,72.824115,2022-03-09,Windy,jam,1,buffet,motorcycle,1,No ,metropolitian,30,Surat,10,Evening,9,3,2022,0,4.5663241624242685
0xc0c1 ,AURGRES17DEL02 ,26.0,4.9,19.876994,75.372353,20.006994,75.502353,2022-02-12,Cloudy,jam,0,meal,motorcycle,2,No ,metropolitian,42,Aurangabad,5,Night,12,2,2022,1,19.863798569817956
0x8959 ,BANGRES17DEL03 ,32.0,4.2,12.972532,77.608179,13.032532,77.668179,2022-03-13,Cloudy,jam,1,buffet,motorcycle,1,No ,metropolitian,33,Bangalore,10,Night,13,3,2022,1,9.32643317833533
0x815d ,HYDRES17DEL03 ,25.0,4.8,17.451976,78.385883,17.511976,78.445883,2022-03-01,Fog,medium,1,snack,motorcycle,1,No ,metropolitian,17,Hyderabad,15,Evening,1,3,2022,0,9.231166295853665
0x732a ,COIMBRES17DEL03 ,22.0,4.7,11.026117,76.944652,11.086117,77.004652,2022-04-05,Windy,low,2,snack,motorcycle,0,No ,metropolitian,13,Coimbatore,15,Night,5,4,2022,0,9.359497549267232
0x14ee ,RANCHIRES010DEL02 ,26.0,4.8,23.354422,85.3329,23.374422,85.3529,2022-03-05,Cloudy,low,0,drinks,motorcycle,1,No ,,20,Ranchi,5,Morning,5,3,2022,1,3.0225724692927045
0xbb0a ,VADRES03DEL03 ,24.0,4.6,22.32,73.17,22.35,73.2,2022-03-28,Fog,low,2,snack,motorcycle,1,No ,urban,13,Vadodara,15,Night,28,3,2022,0,4.549649019282767
0x4927 ,CHENRES15DEL01 ,36.0,4.9,13.026286,80.275235,13.136286,80.385235,2022-03-18,Sandstorms,low,0,drinks,motorcycle,1,No ,urban,23,Chennai,15,Night,18,3,2022,0,17.095809060220898
0x86e9 ,SURRES15DEL02 ,34.0,4.9,21.160522,72.771477,21.210522,72.821477,2022-03-19,Sunny,medium,1,meal,motorcycle,1,No ,metropolitian,24,Surat,15,Evening,19,3,2022,1,7.610921376893561
0x5780 ,VADRES17DEL02 ,28.0,4.6,,,,,2022-03-30,Cloudy,jam,1,drinks,motorcycle,1,No ,metropolitian,34,Vadodara,10,Evening,30,3,2022,0,
0x20e5 ,JAPRES03DEL03 ,20.0,4.9,26.913483,75.803139,26.973483,75.863139,2022-03-01,Stormy,medium,0,drinks,motorcycle,1,No ,metropolitian,29,Jaipur,5,Evening,1,3,2022,0,8.948748788066531
0x9de4 ,VADRES11DEL03 ,21.0,2.5,22.308096,73.167753,22.398096,73.257753,2022-04-06,Sunny,low,2,meal,motorcycle,1,No ,urban,31,Vadodara,10,Night,6,4,2022,0,13.64812920805216
0xc834 ,GOARES11DEL03 ,35.0,4.1,15.544419,73.755736,15.574419,73.785736,2022-02-11,Windy,medium,0,buffet,motorcycle,1,No ,metropolitian,35,Goa,10,Evening,11,2,2022,0,4.6376353079875745
0x9ff9 ,MUMRES09DEL02 ,22.0,4.9,18.994049,72.825203,19.044049,72.875203,2022-03-21,Sunny,jam,2,snack,scooter,0,No ,urban,11,Mumbai,10,Night,21,3,2022,0,7.660435728366332
0x6e35 ,MUMRES16DEL02 ,26.0,4.7,19.120083,72.907385,19.170083,72.957385,2022-03-21,Cloudy,jam,2,snack,electric_scooter,1,No ,urban,34,Mumbai,10,Night,21,3,2022,0,7.657686176906843
0x27b0 ,JAPRES18DEL01 ,21.0,4.9,26.913987,75.752891,27.023987,75.862891,2022-03-08,Stormy,medium,2,buffet,electric_scooter,1,No ,metropolitian,25,Jaipur,15,Evening,8,3,2022,0,16.404393645299653
0x69f2 ,BANGRES15DEL03 ,29.0,4.9,12.975377,77.696664,13.035377,77.756664,2022-03-17,Stormy,jam,2,drinks,scooter,1,No ,metropolitian,24,Bangalore,10,Evening,17,3,2022,0,9.326381092966065
0x6087 ,MYSRES09DEL02 ,21.0,4.5,12.323194,76.630583,12.373194,76.680583,2022-03-17,Sunny,jam,0,drinks,motorcycle,0,No ,urban,41,Mysore,10,Night,17,3,2022,0,7.781768871865063
0xa1ae ,MUMRES08DEL02 ,30.0,4.6,19.065838,72.832658,19.145838,72.912658,2022-03-27,Windy,medium,1,meal,motorcycle,1,No ,metropolitian,20,Mumbai,5,Evening,27,3,2022,1,12.253670139913682
0x87c3 ,HYDRES13DEL03 ,32.0,4.9,17.431477,78.40035,17.461477,78.43035,2022-03-03,Fog,low,0,drinks,motorcycle,1,No ,metropolitian,29,Hyderabad,15,Night,3,3,2022,0,4.61601190777535
0x6d8a ,JAPRES17DEL03 ,32.0,4.2,26.892312,75.806896,26.982312,75.896896,2022-03-25,Stormy,medium,0,meal,motorcycle,0,No ,metropolitian,32,Jaipur,10,Evening,25,3,2022,0,13.423447867464443
0x4276 ,VADRES13DEL01 ,26.0,4.2,22.310237,73.158921,22.320237,73.168921,2022-03-07,Sunny,high,0,buffet,motorcycle,0,No ,metropolitian,43,Vadodara,15,Afternoon,7,3,2022,0,1.51664873942626
0xf0c ,RANCHIRES09DEL03 ,21.0,4.7,23.351058,85.325731,23.441058,85.415731,2022-03-02,Windy,low,1,buffet,motorcycle,1,No ,metropolitian,13,Ranchi,10,Night,2,3,2022,0,13.600090470034456
0x3197 ,VADRES15DEL01 ,27.0,4.4,,,,,2022-04-06,Fog,jam,1,drinks,scooter,1,No ,metropolitian,36,Vadodara,15,Night,6,4,2022,0,
0x420c ,MUMRES17DEL01 ,23.0,4.5,19.121999,72.908493,19.191999,72.978493,2022-03-18,Stormy,medium,1,drinks,motorcycle,1,No ,metropolitian,28,Mumbai,10,Evening,18,3,2022,0,10.720395293237367
0xa67d ,COIMBRES14DEL02 ,32.0,4.1,11.003681,76.975525,11.133681,77.105525,2022-03-10,Stormy,jam,1,meal,motorcycle,0,No ,metropolitian,34,Coimbatore,10,Night,10,3,2022,0,20.27848287915433
0xc3b8 ,KOCRES06DEL03 ,33.0,4.5,9.982834,76.283268,10.012834,76.313268,2022-02-17,Windy,medium,1,snack,scooter,0,No ,metropolitian,28,Kochi,10,Evening,17,2,2022,0,4.687650259001883
0x3e7c ,MYSRES06DEL01 ,33.0,4.6,12.323994,76.626167,12.363994,76.666167,2022-03-19,Fog,medium,0,buffet,motorcycle,0,No ,metropolitian,28,Mysore,15,Afternoon,19,3,2022,1,6.225463913311632
0x465e ,SURRES14DEL03 ,21.0,4.8,21.157729,72.768726,21.187729,72.798726,2022-03-01,Windy,medium,2,snack,scooter,1,No ,metropolitian,27,Surat,10,Evening,1,3,2022,0,4.566736636139966
0x7688 ,JAPRES09DEL02 ,24.0,4.7,26.911378,75.789034,26.931378,75.809034,2022-03-26,Cloudy,low,2,buffet,scooter,0,No ,metropolitian,13,Jaipur,5,Morning,26,3,2022,1,2.983175298826849
0x48c9 ,HYDRES15DEL01 ,20.0,4.6,17.45971,78.368855,17.56971,78.478855,2022-03-29,Sunny,jam,2,drinks,scooter,0,No ,urban,19,Hyderabad,10,Evening,29,3,2022,0,16.922351755292766
0xd053 ,KNPRES02DEL01 ,21.0,4.5,26.471617,80.313564,26.481617,80.323564,2022-02-13,Sunny,high,2,meal,scooter,0,No ,urban,12,Kanpur,15,Morning,13,2,2022,1,1.494174569061777
0xc5ca ,AGRRES08DEL03 ,36.0,4.4,27.160934,78.044095,27.250934,78.134095,2022-02-12,Windy,jam,2,snack,scooter,1,No ,metropolitian,35,Agra,10,Evening,12,2,2022,1,13.409230613058833
0x6a18 ,BANGRES01DEL03 ,21.0,4.1,12.933284,77.615428,12.963284,77.645428,2022-03-09,Fog,jam,2,drinks,electric_scooter,1,No ,metropolitian,33,Bangalore,15,Night,9,3,2022,0,4.663712217706415
0xa99e ,CHENRES05DEL02 ,32.0,4.9,13.058616,80.264151,13.078616,80.284151,2022-03-30,Fog,low,1,buffet,motorcycle,0,No ,metropolitian,19,Chennai,15,Morning,30,3,2022,0,3.108406916342833
0x1c4d ,JAPRES16DEL01 ,25.0,4.6,26.849596,75.800512,26.859596,75.810512,2022-03-01,Cloudy,low,0,buffet,motorcycle,1,No ,urban,19,Jaipur,5,Morning,1,3,2022,0,1.491978270685632
0xfc8 ,RANCHIRES09DEL02 ,20.0,4.8,23.351058,85.325731,23.401058,85.375731,2022-03-28,Windy,jam,2,meal,electric_scooter,1,No ,metropolitian,29,Ranchi,10,Night,28,3,2022,0,7.55612776542136
0x428b ,INDORES03DEL02 ,32.0,4.8,22.751857,75.866699,22.831857,75.946699,2022-03-20,Fog,low,0,buffet,motorcycle,1,No ,metropolitian,38,Indore,10,Night,20,3,2022,1,12.113909812033855
0x977a ,INDORES13DEL02 ,27.0,4.7,22.745049,75.892471,22.765049,75.912471,2022-03-26,Cloudy,low,0,buffet,motorcycle,0,No ,metropolitian,15,Indore,15,Morning,26,3,2022,1,3.0288529678245855
0x479 ,PUNERES19DEL01 ,,,18.563934,73.915367,18.633934,73.985367,2022-04-04,,,3,meal,electric_scooter,0,No ,urban,22,Pune,0,0,4,4,2022,0,10.737275016589916
0x5f40 ,MYSRES20DEL03 ,38.0,4.2,12.337978,76.616792,12.427978,76.706792,2022-03-04,Fog,medium,1,meal,scooter,1,No ,metropolitian,35,Mysore,5,Evening,4,3,2022,0,14.006273143011335
0x90b1 ,CHENRES09DEL02 ,27.0,4.6,13.044694,80.26147,13.064694,80.28147,2022-03-05,Fog,low,2,drinks,scooter,1,No ,metropolitian,12,Chennai,15,Morning,5,3,2022,1,3.10849223599462
0x808e ,CHENRES16DEL02 ,37.0,4.6,13.049645,80.242268,13.129645,80.322268,2022-03-12,Windy,medium,2,buffet,electric_scooter,1,No ,metropolitian,30,Chennai,5,Evening,12,3,2022,1,12.433110944121763
0x2023 ,CHENRES07DEL02 ,24.0,4.8,13.081878,80.248519,13.161878,80.328519,2022-03-04,Windy,low,2,drinks,scooter,0,No ,,10,Chennai,10,Night,4,3,2022,0,12.432318244256084
0x924b ,MUMRES14DEL01 ,33.0,4.1,19.1813,72.836191,19.2213,72.876191,2022-03-03,Fog,high,1,meal,motorcycle,2,No ,metropolitian,39,Mumbai,5,Afternoon,3,3,2022,0,6.125163625097202
0x9e7f ,CHENRES18DEL03 ,26.0,4.3,12.981615,80.231598,13.041615,80.291598,2022-03-24,Sandstorms,low,0,meal,motorcycle,1,No ,metropolitian,27,Chennai,5,Night,24,3,2022,0,9.326266851231928
0x16fa ,JAPRES09DEL01 ,26.0,4.6,26.911378,75.789034,27.021378,75.899034,2022-04-06,Stormy,medium,2,buffet,scooter,1,No ,metropolitian,26,Jaipur,15,Evening,6,4,2022,0,16.404561904787904
0xb419 ,PUNERES12DEL02 ,20.0,4.6,18.520016,73.830547,18.600016,73.910547,2022-03-14,Windy,jam,1,buffet,scooter,1,No ,metropolitian,23,Pune,15,Night,14,3,2022,0,12.272497333533812
0x890c ,SURRES09DEL02 ,23.0,4.8,21.175975,72.795503,21.305975,72.925503,2022-03-25,Fog,jam,2,snack,scooter,0,No ,metropolitian,32,Surat,15,Evening,25,3,2022,0,19.784936757416833
0x9081 ,HYDRES03DEL02 ,25.0,4.9,17.422819,78.449578,17.552819,78.579578,2022-03-29,Windy,medium,1,snack,scooter,0,No ,,18,Hyderabad,10,Evening,29,3,2022,0,20.00055200552759
0xc818 ,AURGRES05DEL01 ,32.0,5.0,19.875522,75.367127,19.885522,75.377127,2022-02-17,Cloudy,low,0,drinks,motorcycle,1,No ,urban,26,Aurangabad,15,Morning,17,2,2022,0,1.5282633854146639
0xd6b7 ,KOLRES13DEL02 ,31.0,4.6,22.553227,88.353273,22.603227,88.403273,2022-02-15,Fog,jam,1,snack,motorcycle,1,No ,metropolitian,29,Kolkata,10,Evening,15,2,2022,0,7.576621842705831
0xe132 ,AGRRES15DEL02 ,34.0,4.6,,,,,2022-02-17,Cloudy,high,2,snack,electric_scooter,1,No ,urban,28,Agra,15,Morning,17,2,2022,0,
0x7e91 ,BANGRES12DEL02 ,30.0,4.7,12.939496,77.625999,13.069496,77.755999,2022-03-14,Sunny,medium,2,buffet,scooter,1,No ,urban,24,Bangalore,10,Evening,14,3,2022,0,20.20719197282011
0x2a64 ,RANCHIRES18DEL03 ,24.0,4.9,23.351489,85.324253,23.381489,85.354253,2022-03-17,Sunny,medium,2,meal,electric_scooter,0,No ,metropolitian,16,Ranchi,5,Evening,17,3,2022,0,4.5338263648841695
0x9a60 ,VADRES09DEL02 ,38.0,3.6,,,,,2022-03-20,Stormy,jam,2,drinks,scooter,1,No ,metropolitian,34,Vadodara,5,Night,20,3,2022,1,
0x2d61 ,COIMBRES14DEL03 ,29.0,4.5,11.003681,76.975525,11.033681,77.005525,2022-04-01,Stormy,low,2,drinks,scooter,0,No ,,12,Coimbatore,15,Night,1,4,2022,0,4.680041518483439
0x93be ,COIMBRES03DEL02 ,21.0,4.6,11.025083,77.015393,11.155083,77.145393,2022-04-02,Stormy,medium,1,buffet,scooter,1,No ,metropolitian,28,Coimbatore,10,Evening,2,4,2022,1,20.27775520645355
0x43f1 ,JAPRES11DEL01 ,38.0,4.0,26.90294,75.793007,26.97294,75.863007,2022-03-14,Cloudy,jam,1,drinks,scooter,2,No ,metropolitian,45,Jaipur,10,Night,14,3,2022,0,10.4404340733725
0x95f0 ,MUMRES06DEL03 ,30.0,4.8,19.055831,72.833984,19.085831,72.863984,2022-04-03,Stormy,jam,1,drinks,motorcycle,1,No ,metropolitian,30,Mumbai,5,Night,3,4,2022,1,4.595584886199247
0xd001 ,DEHRES16DEL02 ,31.0,4.9,30.342509,78.061187,30.472509,78.191187,2022-02-16,Fog,medium,0,buffet,motorcycle,1,No ,metropolitian,44,Delhi,5,Evening,16,2,2022,0,19.11216434198086
0x7370 ,PUNERES06DEL03 ,27.0,4.7,18.546258,73.904337,18.636258,73.994337,2022-03-29,Fog,jam,0,buffet,motorcycle,1,No ,metropolitian,35,Pune,15,Night,29,3,2022,0,13.805361956428538
0xe24c ,ALHRES03DEL01 ,30.0,4.2,25.451517,81.832616,25.521517,81.902616,2022-02-18,Sandstorms,jam,0,snack,motorcycle,3,No ,metropolitian,47,Allahabad,10,Evening,18,2,2022,0,10.498660833151058
0x5ebd ,RANCHIRES05DEL01 ,33.0,4.1,23.355164,85.324097,23.395164,85.364097,2022-03-24,Sandstorms,high,0,snack,motorcycle,1,No ,metropolitian,31,Ranchi,5,Afternoon,24,3,2022,0,6.044920909077681
0x88fc ,COIMBRES09DEL03 ,37.0,4.5,11.008638,76.984311,11.038638,77.014311,2022-03-17,Fog,medium,1,drinks,motorcycle,1,No ,metropolitian,18,Coimbatore,15,Evening,17,3,2022,0,4.680002820599424
0x605d ,CHENRES05DEL02 ,39.0,4.6,13.058616,80.264151,13.138616,80.344151,2022-03-10,Cloudy,jam,0,meal,motorcycle,2,Yes ,metropolitian,50,Chennai,10,Night,10,3,2022,0,12.432890509366576
0x3f5e ,VADRES06DEL03 ,26.0,4.7,22.31279,73.170283,22.34279,73.200283,2022-03-13,Cloudy,medium,2,buffet,scooter,0,No ,metropolitian,19,Vadodara,5,Evening,13,3,2022,1,4.54975745877061
0x5c74 ,PUNERES19DEL03 ,36.0,4.7,18.563934,73.915367,18.623935,73.975367,2022-03-24,Sunny,jam,2,drinks,motorcycle,0,No ,metropolitian,18,Pune,10,Night,24,3,2022,0,9.203587358532431
0xb562 ,CHENRES19DEL01 ,34.0,4.5,12.986047,80.218114,13.096047,80.328114,2022-03-20,Sandstorms,jam,1,drinks,motorcycle,1,No ,metropolitian,26,Chennai,5,Night,20,3,2022,1,17.097165323899553
0xdfb0 ,KOCRES02DEL02 ,24.0,4.8,10.028047,76.310019,10.078047,76.360019,2022-02-13,Sunny,low,1,drinks,motorcycle,1,No ,urban,16,Kochi,10,Night,13,2,2022,1,7.812095126946428
0x3951 ,MYSRES09DEL02 ,24.0,5.0,12.323194,76.630583,12.343194,76.650583,2022-03-07,Cloudy,low,0,meal,motorcycle,0,No ,metropolitian,15,Mysore,15,Morning,7,3,2022,0,3.112794655584478
0xaa94 ,RANCHIRES03DEL01 ,21.0,4.8,,,,,2022-03-06,Windy,jam,2,meal,scooter,1,No ,metropolitian,18,Ranchi,10,Night,6,3,2022,1,
0x195f ,VADRES07DEL03 ,34.0,4.5,,,,,2022-04-01,Sunny,jam,0,snack,motorcycle,1,No ,metropolitian,24,Vadodara,5,Night,1,4,2022,0,
0x5893 ,HYDRES03DEL02 ,32.0,4.0,17.422819,78.449578,17.502819,78.529578,2022-03-10,Stormy,jam,0,buffet,motorcycle,0,Yes ,metropolitian,43,Hyderabad,10,Night,10,3,2022,0,12.308838566363328
0xa968 ,SURRES08DEL01 ,30.0,4.7,21.173343,72.792731,21.183343,72.802731,2022-04-03,Sunny,low,2,snack,electric_scooter,0,No ,urban,15,Surat,15,Morning,3,4,2022,1,1.522218681013962
0x8aee ,HYDRES02DEL01 ,32.0,4.8,17.41233,78.449654,17.45233,78.489654,2022-04-01,Sunny,medium,0,snack,motorcycle,1,No ,metropolitian,27,Hyderabad,15,Afternoon,1,4,2022,0,6.154909979869388
0x335d ,RANCHIRES16DEL02 ,31.0,4.6,23.371292,85.327872,23.501292,85.457872,2022-03-14,Sandstorms,jam,2,meal,electric_scooter,0,No ,urban,29,Ranchi,5,Evening,14,3,2022,0,19.641842617235394
0xa9ab ,PUNERES16DEL01 ,22.0,4.1,18.536718,73.830327,18.646718,73.940327,2022-03-18,Stormy,jam,0,meal,motorcycle,0,No ,metropolitian,31,Pune,15,Night,18,3,2022,0,16.873198020597055
0xd83b ,AGRRES07DEL01 ,22.0,4.6,27.160934,78.044095,27.230934,78.114095,2022-02-16,Cloudy,medium,0,snack,motorcycle,1,No ,metropolitian,43,Agra,5,Evening,16,2,2022,0,10.429815164950146
0x9a0 ,MUMRES14DEL02 ,33.0,4.5,19.1813,72.836191,19.2013,72.856191,2022-03-24,Cloudy,low,2,snack,scooter,1,No ,metropolitian,19,Mumbai,5,Morning,24,3,2022,0,3.0626695787141234
0x640b ,HYDRES17DEL02 ,28.0,4.8,17.451976,78.385883,17.531976,78.465883,2022-03-25,Windy,jam,0,buffet,motorcycle,1,No ,metropolitian,26,Hyderabad,15,Night,25,3,2022,0,12.307899049989668
0xd79f ,LUDHRES02DEL03 ,25.0,5.0,,,,,2022-02-11,Stormy,jam,0,buffet,motorcycle,1,No ,metropolitian,37,Ludhiana,15,Evening,11,2,2022,0,
0x1d11 ,PUNERES04DEL01 ,33.0,4.5,18.51421,73.838429,18.52421,73.848429,2022-03-09,Fog,low,2,snack,electric_scooter,1,No ,metropolitian,17,Pune,5,Morning,9,3,2022,0,1.5342357083131606
0x25a4 ,CHENRES07DEL03 ,29.0,4.9,13.081878,80.248519,13.171878,80.338519,2022-03-31,Fog,low,2,snack,electric_scooter,0,No ,urban,27,Chennai,10,Night,31,3,2022,0,13.986219323740672
0x6391 ,MYSRES05DEL03 ,22.0,5.0,12.323978,76.627961,12.353978,76.657961,2022-03-28,Sunny,medium,1,meal,motorcycle,1,No ,metropolitian,16,Mysore,10,Evening,28,3,2022,0,4.669141630914835
